SES_original,SES_Top_0.1,SES_Top_0.2,SES_Top_0.4,DES_original,DES_Top_0.1,DES_Top_0.2,DES_Top_0.4,TES_original,TES_Top_0.1,TES_Top_0.2,TES_Top_0.4,ARIMA_original,ARIMA_Top_0.1,ARIMA_Top_0.2,ARIMA_Top_0.4,VAR_original,VAR_Top_0.1,VAR_Top_0.2,VAR_Top_0.4,Multivariate_LGBM_original,Multivariate_LGBM_Top_0.1,Multivariate_LGBM_Top_0.2,Multivariate_LGBM_Top_0.4,RNN_original,RNN_Top_0.1,RNN_Top_0.2,RNN_Top_0.4
586.7600709037774,648.6636658115617,682.0496751912415,767.3301492367523,768.5061305385161,796.4591731066103,812.8943567476572,875.9909843545079,937.3496046297005,897.4785200273809,911.509699103502,946.9957706120294,264.58676544028685,598.0787786296969,608.5640866986328,565.985808527053,471.1403547017958,542.526867985167,590.1782726465458,642.224086120068,746.9236942018506,477.822969088787,549.5083405315368,868.0781973897142,864.4690954455295,788.7246778274198,806.1004263445948,687.5458171600958
2984.398827066517,2927.9334229630463,2745.5514106255864,2340.606099775779,2724.2976665183105,2714.7693714886827,2630.293736048568,2298.3708102036803,2137.018258276953,2029.9675888842216,1927.39664326688,1780.026861273104,2067.740677642002,2093.9401022827283,2174.2928321311088,2340.606116039254,2288.3285673603364,2219.565054841635,2081.830652467404,1619.793494157209,1999.3932162166675,1968.0009597882458,1994.4305365368118,1716.701682691673,3789.060927609544,4000.27433799585,3750.8834537363487,3463.82946116588
880.3490942716521,840.0174201461214,754.3975122602446,472.0306079722445,639.5078700723252,577.242571469958,530.877857861135,305.4859740625625,337.9900842368463,351.96266219821905,329.18532188999916,296.1279481584604,880.3490044496075,840.0174114811539,754.397808593541,472.03048212682097,611.637122342463,655.1503276588242,509.11896585260183,276.8756655860884,1492.8127030840137,1751.223557790293,1333.5479909758342,903.5711008726635,1005.3231476417709,998.9543668814485,1000.8145308111639,803.1617133384425
1836.3133021575868,1780.1018971227813,1651.0168538387652,1347.025872808932,1388.251756174578,1375.3287132908936,1306.011403816201,996.8710987777986,808.9500485176645,846.1072338194381,899.3256111734722,879.8781309544506,1836.3132452660457,1780.1018894542322,1608.630107001959,1347.0258415855938,1177.4180548273362,1336.6924832055342,1397.0327077447696,1338.6885124341015,2022.1995242007142,2415.100975085941,2033.4528491334913,1412.3573464052574,1408.984620182007,1514.0691291631201,1507.9893935923542,1553.117080770272
290.96141439027315,256.9525149051419,226.24983270574603,114.50405096446752,108.23138723000216,129.21717474614093,97.21099491881728,6.9267633641170505,125.48382802606784,77.1798427301519,101.4559329838869,164.4096788926497,290.96144124164766,256.9525210378731,226.24984434995076,182.62057211774095,267.87654247676596,285.10438581738595,261.389223996596,201.87170743961042,401.0039424519457,591.0509521595195,368.78442534908163,355.07746834533896,103.3725352242543,138.7590784140857,142.23757699958742,139.10404007254942
99.54532214093001,138.7384680338157,172.177524131592,255.5585287325464,165.9842680044942,151.3354951556737,182.3596313557956,275.70582466822316,106.0511268305329,72.75963741847204,3.989463542347494,205.98100415597037,99.54531817736529,138.73846118806568,172.1775313437804,255.55852708516022,15.744731209909105,40.614913966571294,98.18187363400966,178.38021157967,247.30928112452682,168.87071705626715,351.34054042822754,241.49364876089203,255.52825608253443,233.79856906992677,227.62526712829856,226.30364257735403
578.344819267309,447.112357556196,374.57355786239305,167.43769776893123,803.9038099391137,669.5798288076217,593.5835205609742,358.85267523008156,1066.9436479023134,959.7582899906533,912.96127569185,692.0716877185432,206.23412436357125,171.51730913987217,141.21508914701917,29.9230822946397,147.38461700029302,147.88328748583808,159.33917453171512,44.6397236781022,501.4571785383955,288.29894359577906,107.18571441121799,185.4217038010063,410.17759687187686,397.80235607794157,381.8740698424715,288.7716749904912
1013.4245897616297,982.5995753976017,934.7440220547587,632.7244536535222,1270.840213582213,1233.3651502326443,1172.2195129899364,786.7252912118638,1201.660372898501,1145.5911071559804,1070.661730622283,763.9761109313799,1355.9602123981567,1007.5256550498416,1015.7023932211714,884.9888496681483,435.87342453297356,443.5704853523189,434.77645969358036,265.11505780534935,1314.007907483553,1022.8318098208479,755.1437658351929,804.4632317446458,1166.8763956372068,1071.775863625734,876.1432395761681,730.4884839896572
397.444014936435,402.41419339770346,407.42689806858425,394.99299992948363,473.16473608933893,477.05344240941895,481.0819843805889,473.62800935469386,392.2156636773998,374.18385268119937,415.5800541925191,574.2176746352729,35.85104098564307,78.42363340497877,127.65199617059443,360.582023743641,816.2420302101182,792.0326371218366,795.9846392539575,782.0807777269301,781.6593990948909,923.2078937253168,685.2126406449233,496.91091662513645,451.509210322592,417.6658303984941,409.1393425140832,296.33792862401606
609.2654457762469,594.9998317870918,580.0522006265642,625.2148848080583,1050.757147979321,989.5734349882455,915.3423683047358,842.1108054007286,1423.0578668387916,1311.5436690058846,1171.4783722361158,1043.7809703340722,942.778975812831,1055.5343588471442,778.7247513247316,855.9632987737514,957.0023886801168,972.9610214515437,1064.2566358797449,1168.8745331379546,1027.91715269639,971.206615600327,881.7519943572802,936.087390982917,754.9118481730857,735.782440367971,695.234257814825,615.531128474855
754.5906876354088,754.5679064150072,754.5470292308892,757.5042593885664,254.54212544905658,292.0113789375205,327.7965432799392,523.6080191403139,378.6513618549129,462.7525829642623,522.833708840134,863.2679314965089,351.315573556285,322.5816783740047,403.6772885517594,737.5279037315709,835.6968165931421,922.8210595758919,1002.5626842992701,798.7545902850993,894.076794797767,1186.826811582423,969.694855615533,627.839473382819,806.1171892954471,811.2951169348999,838.9790090202191,839.4731475080148
2868.39948729762,2877.021428312545,2891.9853600833435,3020.244388854635,3279.1309004200803,3322.6767661027034,3429.0113560513632,3692.045538506852,3339.113016724782,3570.084651864213,3613.6563018051256,3762.346861257002,2818.450880235948,2825.7477713105095,2834.9014621265387,2962.02310773493,1845.8112858891182,1815.64776656219,1808.701043210764,1635.316387343215,2929.036899658271,2508.2370614211386,2516.374634584181,2513.814330395353,2954.5064956850397,2969.56406837638,2963.765270730298,2828.882724069176
756.3316870515919,755.95447897745,749.5225838891361,693.0599234597121,564.8960721634048,458.89213808728437,496.36455329537785,538.7897474185388,392.6302483562449,310.8654711771251,374.05272498720433,438.2287206124929,563.191127380564,600.5739343871401,523.6191095768536,788.7794156508121,399.78023770325944,533.1701513769867,496.00061702173844,404.17973280955084,882.7724044259994,978.5801284845202,645.9395007307667,761.132961343249,708.1957673436109,724.2138012791493,722.5665600994462,717.1305547458755
494.7484556015884,491.4492719794041,481.2520481490101,468.8667316685271,658.0517455934414,632.9798119374911,590.0194235760755,522.4232593718571,254.47887708352891,251.71749047337607,246.023578943242,241.07645647148115,688.9125498137962,662.7226937084229,630.3116286773036,566.8754256378861,1095.4380852155816,905.8288434782928,799.1827856923103,742.0734636856837,774.8036038323296,587.7891318212414,602.2207281479596,714.2390348710742,429.01318156306957,404.89900327211694,339.1007549148219,293.6732213252069
188.63583561776113,196.1790899432931,208.0197026564888,86.46316804660091,174.093594058696,190.08749729667034,210.85291661173505,97.20248997587896,41.02651212687442,79.0791696262495,63.008560299878354,114.48912182876984,201.73205089738485,85.18455754299612,82.49631963460979,13.629814328503926,421.21751235310103,667.9777120814406,674.5977423223221,411.8112918647321,456.61986757698105,340.8759026238008,290.3303936731422,228.47632056345992,150.51435382795808,162.36774446585196,188.78813457406386,121.76501771788298
922.3239736419152,931.4322659090935,935.0525562426349,949.1477902296897,1183.279135303012,1139.521992580538,1131.7226853368363,1101.2792741807318,1140.5313940171127,1113.6365671218452,1076.7159787726484,969.9206318137535,1161.3480082876897,1173.792558251978,1171.1625655613411,1163.189090747297,326.4434774362644,37.63813112612797,212.3552694663822,512.5870690573943,1286.269858765213,1256.6060283516113,1350.547759853977,1249.128501995398,569.4036472095368,564.7627603194178,544.7954484601,430.93838582360695
272.0019704511501,280.473814097365,280.67458665639924,280.62942208924596,343.1311894612063,360.6920348332578,364.5449153873028,389.6133789955993,598.597707641296,561.5737962264316,539.1992123147584,474.3787808454458,282.30810619874956,290.72602156447965,290.9672974527916,224.20226173487936,528.706458941007,525.8114139393801,501.8824275749321,219.57683066072696,89.85025297803622,140.5748817325766,300.2339538672013,225.54474532332188,217.66030616788385,220.34746796636682,224.44298682505587,286.1580005560618
226.0018959229178,229.28473489477074,232.7725302298304,232.14489229755418,333.3797767997621,532.5399479758516,509.9721476723794,378.16326292239546,799.6343790729557,738.3344155449245,644.9843721702773,289.269804724423,213.268032495253,216.37525832091933,218.60719420068926,213.40293237087099,109.10546481951906,286.8709735672487,221.32957147329716,113.17052117780804,263.27426106804796,51.75028766708192,345.40599750152705,359.3877081306482,483.16913795321534,457.5473082550707,436.624112633137,332.7372466899251
1894.7230986068444,1883.3710859292742,1847.4621351775631,1637.9248085756226,1958.3423446340157,1984.1704801510723,1967.2755605464909,1707.0563878783669,2335.2826006295836,2083.2750970477573,1885.461026557873,1512.0015751344017,1454.337001039029,1348.6391554716984,3128.506162095582,1707.2194167263033,2252.9368050637504,1944.6045412549984,1836.0093665049153,1668.3303742253465,2349.246561054776,2046.2323302408668,2552.376358909979,2100.161274657831,2043.1281078623815,1972.7594326291064,1971.4140016870224,1801.3061541543866
2725.6635213167956,3166.3407172483603,4152.5767690368975,5057.316014087048,1842.4948865077877,2290.938569561249,3977.5930115268056,5005.960522031949,2700.50980001863,3004.4304224538155,3973.456928966614,4847.202040796881,1857.450360689656,2319.0310092220607,3437.284387146585,5061.893155988398,2840.348744115012,3322.3194920257556,4032.1871894479154,5011.650186266467,2203.2292137323366,3188.7775352978006,4549.061051238774,4884.399467431573,2375.019785418872,2877.2129140511206,3896.4987617381485,4894.99849575812
512.2841825930927,514.8598194189185,521.4099168624707,550.7287210681543,49.45383863572397,106.78765288898876,171.28746059083187,322.5817663062203,38.59682952554476,164.37499586505282,220.87870561631644,372.6086680503554,38.61752306941435,163.25042774331996,82.00205608534134,332.4714794072165,560.938613230928,352.6492580626434,228.5350338675737,253.3103286625153,150.86401778267236,148.36132863880493,286.5615024848894,331.2252658863322,748.6284830997001,819.873908565859,803.3970325580253,1004.5395641318464
63.789431773740034,82.65506288346614,96.7538632132214,136.6473566613604,17.92738206895865,104.52729208153823,180.86757040501607,332.7233289329406,38.62533725929825,184.88540988796058,303.02753825614036,422.6562094389283,97.24246110425202,98.36033904032047,160.60952719831675,244.46504509297665,861.6641353196333,719.0441176455288,705.2188378420174,740.2204421885874,446.3686714177679,557.4071292969275,613.3889976412438,641.3053298358677,669.5786711080614,645.9050850733765,791.4292957400799,940.4627722080468
456.6577520456599,464.770854973769,478.6158538798022,506.91265484607266,134.28132430058008,187.68799327427155,273.67090504122484,397.5224641040654,59.04082835889608,73.77676209538072,72.07470909619997,332.23652228739047,203.99675906957077,188.03544516092438,266.5676095290171,418.678014347669,163.8081993628823,187.75669578551106,191.1392791838889,102.20232877861281,473.6475011630496,393.103204258759,387.66418078068136,402.8594202272893,627.5654304806512,637.9488756766227,676.465115617445,725.8500994505084
1145.68332275084,1186.5999741098,1249.2116291639757,1278.388980800296,1118.7453653653351,1069.8636174880476,1034.651513328633,993.468129981919,1500.186257725352,1413.4943918067547,1327.3754502634677,1538.529706182804,1017.766140195432,1109.703365025093,1082.9230520855758,1386.851294084748,1872.3174550750457,1875.1057829944853,1885.5101814312377,1959.1382693374376,1298.229774065354,1100.9393650927836,1157.1508984221673,1194.782986142008,934.4185928172997,949.9412332732995,886.1250112018238,924.3075070599944
0.9860866374190209,10.496940476447662,18.842483151171564,35.14562643969907,151.99604669729456,87.82339306335416,53.82701889073269,25.43601352804285,6.521803200183967,120.93498019528101,201.77653873924965,324.4530288083306,227.29597865323444,162.7067405311427,132.69937333065832,6.762811187408715,463.53495895480273,554.4982635337287,568.069429346079,587.3296444583391,36.08131613399405,44.36764997334717,97.82457196487894,402.70952637540995,199.3242340641125,198.7735755597239,275.58489808714353,506.2082365223737
2444.259833672734,2424.4613491296504,2403.574167462323,2304.8027634429573,1995.124067023964,1981.285001319743,1997.2870549770632,2012.609388437916,893.7569242802947,937.3136340538067,951.3263226242566,1030.2970031943446,2455.4102886715464,2436.607386639066,2414.0762848096665,2283.3184558202875,1919.1473718824045,2221.458405004063,2144.6276956825504,1803.571424577105,2731.117216677144,2453.3395760410795,2447.246272573545,2050.715041902031,2291.0512531378854,2360.1138525799524,2378.042161641767,2443.847769007466
648.8325397835638,666.858381049552,668.7012480382241,551.576121196646,82.67100406298869,520.906973597971,560.5579683495171,485.35383500891203,436.94528783990563,526.8459216555784,521.4515430236274,523.4173984686449,659.0140602419601,669.9497296158961,670.3136891266649,551.8059660056379,781.5722966306175,809.71579817365,878.397851724134,851.4696071098056,593.9767584865672,858.43042560614,758.1268322173751,517.704148536945,392.1908955665822,412.99378172905335,432.57358875456885,565.5569827855088
460.6409443945272,420.1608065994774,389.9655140603618,305.69986236161435,222.1497853147448,201.88745909555155,198.9943920169469,155.0498063279224,194.7020134798213,214.378966306856,256.1051088910365,250.2116195795163,14.543748685865921,2.673405276570975,206.37549466650512,231.4959054446565,268.692673994168,314.7542248465925,345.1347723019344,446.2157093764504,696.609554944489,699.6146031364142,529.3763528517111,393.8559883398425,346.0276970037644,364.664212911242,364.197221363223,431.54827775094054
1111.9328238395037,1061.8726917788672,1020.3945346929058,811.1270734716772,1052.5377365814547,1019.9654048070597,985.1538736533439,855.1231817418911,1091.8949217177342,1027.019161948676,978.9556171672966,831.29745416279,936.8006282775968,873.0099249833056,801.5544258415903,653.9803090920541,1673.825706505173,1706.0286230919646,1685.1698977725364,1374.094507524761,1234.9237821082907,1200.3667359404799,1141.5119367836542,1200.0738592122698,1212.4891964708622,1205.6824390247148,1176.503782333858,1165.8046852483267
486.39111715580793,601.8939457839938,651.4772205058334,646.629278293286,460.38149033517584,610.3955701202749,600.3751238909358,567.0434419866679,421.40629966661345,139.84444364515412,154.91989840731912,217.08206898806202,499.3594400473921,507.6505618179558,551.3727869157447,580.0360080861201,404.1253821940836,439.2087796166202,435.5426212721645,421.1549444608704,888.4552723433198,951.7888597698147,1135.3072871087888,1129.2702271515818,1015.1346263083442,1032.6984089060397,1006.2043077508124,977.2509380771644
1240.2409190260023,1171.7745336736416,1102.306178505174,877.5276265425346,1142.1755460749264,1107.073698622653,1075.9415833313906,875.3784521630478,1322.4081401610601,1060.3081115144296,1004.8015229004704,773.1085216513393,1240.2410048437405,879.3368833654104,850.2552002992124,877.527666389974,3.132736315709735,22.079630985101176,61.325495594192944,66.7794883772749,677.5359061019444,643.7185905841461,999.8079790519778,850.0695861907543,813.6611543543295,845.7953184705457,852.921299502922,766.913847463692
613.040000436702,586.1149521740153,568.4150833184171,507.25751643268904,665.3452225099659,639.5275843624818,623.2094343584972,561.7392758130318,659.8385180823448,732.3413867491977,730.4067037382529,651.0141837701194,792.8347192501769,771.6158739272969,758.0055486478818,673.2596167769561,453.280571069085,424.4872810029342,426.0044504052603,429.7331443272724,16.518705633979152,161.11623150720789,253.69500675450445,183.95818867189882,428.70006923123674,478.39336884845216,516.9996702978983,638.4371806927807
868.9407836231067,876.2173281707319,906.8750305294889,1091.92351458521,75.30491916334086,88.5203714303716,98.11464585181693,37.22728336525779,774.1423224217597,731.1237450832541,1030.5910547665262,1129.4216472464504,775.238343394597,783.2258805305992,814.6684174330549,200.37112780813186,289.84827541465984,123.2229201254222,16.3720676857165,661.5092439216096,1236.4473951468808,1055.0443527125872,885.1522285610172,1278.4357864891745,1414.487006120422,1326.7012599078407,1211.9612773101426,680.928814287744
1345.9489684344326,1338.8147575549747,1244.5725208380727,1127.0936166150495,989.0519443945841,987.1346244991082,967.5838689707716,918.2490943099601,20.12766686649138,8.863241119459872,128.05187454618044,248.26372937297356,1368.7112235096956,1363.4131811738644,1261.9681458445448,1114.8785263207392,2008.375997741443,2469.7705900911433,2615.0015224367817,2362.1078791808377,1794.1445645894883,1754.7938847171417,1074.3778254457447,799.6715418053273,1170.9913543476014,1270.4088629912776,1290.608032661089,1409.3094296168156
381.13297408528797,371.65736886635204,372.5087484402261,415.3447291854641,592.8295882626271,559.401562536603,531.8663398996316,490.4798373321296,675.425805738342,612.5033857795202,536.0809780476595,374.1784269444904,576.412117334916,529.139670136613,600.0980805791339,499.205864504979,1854.2651847833638,1845.2701296289224,1832.944470292431,1750.576975591418,416.11333851273844,491.4220771083608,508.3691890416617,282.1125348317255,194.81353809973325,94.03686489009806,49.142027958727795,50.65302945271196
1301.7458938836426,1333.16389746202,1376.8617137055162,1511.3865251675006,1386.3049931510195,1398.3202193897177,1440.0602839478197,1552.3587197936886,1918.019532351579,1899.7948662891936,1898.814840935096,1876.402437770535,1418.1731831438892,1478.114334801001,1527.2226537320366,1630.8867248140668,2810.968447433005,2696.9278178671116,2658.6398785349816,2396.893072900595,1337.5853248342228,1163.824871924132,1817.530255543888,1796.1405263456113,1498.4610013652637,1452.9562159284396,1913.5627405535074,1805.2162452039497
718.8966110871936,674.4118361037165,662.1385920678945,665.0004894438357,758.1762486845255,704.6655286462271,671.5517178431269,627.2963333245541,933.1472925898051,850.2328003800484,790.2144333838476,690.5981159901178,747.0595597713918,709.3790746172731,619.0948493363248,689.7600918204239,1389.3180105838217,1362.0527525272078,1354.6309944482452,1295.097409429467,595.2599743856267,592.7562076975323,482.9511595559868,325.5734566417559,539.3829955144852,474.43755484374924,469.61653827029954,444.4949564560352
215.78944177229369,196.21664210928384,160.10272942418624,39.938194765377375,779.2239431032758,728.395099069332,654.1494014886293,154.37756450157895,386.1548689219312,396.1671160267115,393.5154378758152,393.0787033315901,215.78944598515363,196.21660770050858,160.1027239724699,39.93820340933189,734.3390616383358,751.5406263895557,707.2631144721472,519.1066733593316,670.9133287025743,729.1207307755794,585.5372514666951,432.1317615268126,688.5155112792972,682.0418916007138,631.9006456573288,474.65393127942843
87.49873120591838,105.17906434373299,119.70017116479971,134.484871575856,41.00660984586966,43.50088109971102,213.31175329850112,224.09327560271208,372.8079125119193,494.6514127827786,497.8438281117783,431.48446905867354,117.7906896630584,298.03409614789075,153.41934326341993,512.5394810609532,586.7461508595561,592.8414978571409,628.2691683478474,705.7162117578457,38.28600319398947,7.08519862389403,159.18953428312443,103.59982433061305,26.61992235607113,32.76487175535067,59.5198039756001,19.613804284818798
405.7912699108442,399.24582030642296,388.80082676389566,378.7686523264306,525.1310652405209,487.77093821540484,442.47440673800975,353.83087602058686,587.3937699169951,490.15664904940604,441.47455304369987,256.99149303249305,559.0648324880267,585.285699583032,312.4280966769479,398.77068289369026,977.588409994426,982.8526023804543,982.9241998645975,923.1208330519189,729.2888932318433,564.092306745315,548.8425717256941,456.54302965089255,311.2817832480673,297.43335286860383,269.0299978400658,345.7360573694882
771.2739035392124,768.7188135254273,764.2735937459574,722.1488112882753,298.115566171276,320.16698313648885,330.1135704704775,358.8488892951632,555.5539837382448,624.9896226803048,666.1807623595469,708.7302884500714,503.22949766706597,513.3792394439502,773.9495484121699,738.4776323119204,1621.6616383944202,1649.0673341917463,1592.6114099169545,1314.6477296677613,353.4284574981866,230.5023668641984,446.63858192380803,467.337177385682,660.4992302175142,705.8830967137601,717.866572617656,828.8507916200588
1595.1847333417145,1291.1032121938179,1441.2852403756287,1173.6561707663814,971.7043397216712,971.9095147805501,970.2902468561651,924.2671355345101,276.79632822507574,338.2810769124608,409.0770438276304,530.9617683853076,990.0144911475527,1183.9388315631613,1441.2852990537776,1173.656254608729,1176.4707125489676,1231.565623860849,1248.0632345175982,1073.7616251879708,839.4369598460216,1028.574628419865,927.5207610738616,1058.6365647840012,981.8809631599352,992.268325441104,956.1948600030137,950.436983122383
1016.6313806061412,1055.4932298519584,1089.0196126649553,1207.9141162168198,1064.3214203750172,1087.2839594127272,1098.3924156310122,1172.564204789575,969.9880460162872,1065.6927866206202,1087.2511830203098,1184.3759582899552,1016.6313467744712,1055.493209404855,1089.019616199147,1249.7446620510368,386.74546213909434,474.10484234952855,509.62127144378974,668.9250191985711,674.5929064188799,894.5140930912012,872.9140756538527,960.553134839939,947.0856746556624,912.4502649759811,945.0797538772999,942.7696801094726
128.23062900385867,182.72332652628393,232.00385385220216,462.17045068941843,566.4195787911185,545.3065709664288,539.663138276429,653.7964620674584,129.57108212952244,68.54377684727024,6.481873362083206,282.11235349505296,43.71015780325433,92.52414694989784,232.00387098478132,462.1705115764944,348.3672994759536,530.3190320882604,667.067288145935,204.94154571022864,244.88740473648795,606.8029941371942,442.10123391997604,200.38410750282765,261.73743962677236,154.69013541760705,156.51978892881834,256.7068544462609
603.2748247555014,585.1928932859987,527.751201619968,424.8436009434831,436.30430009111615,408.31581628448066,374.34902527007034,294.8236893474582,1393.429120261997,836.5506542242338,741.9579531666377,625.1316623448047,410.61114926229766,432.9806996223251,427.6760116409814,266.1426753989381,696.911830843364,731.2757537311159,688.3890996720188,569.770123348293,282.10088961977044,140.74528419795615,188.95257756669844,235.5663726003504,270.9164426375214,338.54854883274993,314.43270366226534,334.4782629868005
2289.735237314132,2278.726487211561,2233.231992792539,2260.9979828890428,1861.8314776794532,1863.1213800616779,1846.6405623128967,1759.490684405694,3482.5402570727674,3253.573504596393,3055.0897123150744,2617.212022942059,2016.3692645200108,1962.4288179618188,1895.9868310752554,1773.6944247549955,1045.582166413869,1307.394959360956,1355.456869976605,1420.0496703922172,1698.6397936335934,2034.2289560664867,1708.6329002936727,1705.2107094128678,2100.4262160762364,2151.073689298172,2162.608198660517,2195.69131160869
273.2811305822738,318.5972635665689,369.24040836397535,520.9724564019302,546.2017977788596,619.8146015292859,667.5246420232043,740.5646018854354,473.7261990526563,729.9745417473673,847.747931786857,961.480093337656,273.2810651100249,318.5972629923158,369.2404748931576,520.9723048715391,1669.2497392593204,945.287278918714,597.842200933128,17.970703495152065,271.9532661911162,108.86949964973428,160.4842178341769,463.02460410545655,200.80940791612238,236.39606497532077,269.64183893272593,257.85695957844155
158.53743611872642,202.420377039683,421.1606189215195,407.4973137274337,650.4192928672819,629.8646931177791,627.2021145922358,691.1481547888773,1186.4651314921891,1196.1656803931376,1199.1412220741536,1225.2397515648752,576.6099425478119,510.5839529049372,258.1864809114818,407.497322674737,1298.941087869999,1285.932036164609,1244.205279397815,1135.254397409409,880.0700778756309,801.8223906710973,922.9771022834916,701.7399954523592,678.2128100003065,646.9826652838083,643.8123363518575,636.0134255430562
