SES_original,SES_AN_0.5,SES_AN_1,SES_AN_1.5,SES_AN_2,DES_original,DES_AN_0.5,DES_AN_1,DES_AN_1.5,DES_AN_2,TES_original,TES_AN_0.5,TES_AN_1,TES_AN_1.5,TES_AN_2,ARIMA_original,ARIMA_AN_0.5,ARIMA_AN_1,ARIMA_AN_1.5,ARIMA_AN_2,VAR_original,VAR_AN_0.5,VAR_AN_1,VAR_AN_1.5,VAR_AN_2,Multivariate_LGBM_original,Multivariate_LGBM_AN_0.5,Multivariate_LGBM_AN_1,Multivariate_LGBM_AN_1.5,Multivariate_LGBM_AN_2,RNN_original,RNN_AN_0.5,RNN_AN_1,RNN_AN_1.5,RNN_AN_2
512.2841826,1750.663924,1750.663924,2037.94669,2036.100882,49.45383864,1773.874742,1773.874742,2057.44751,2061.144807,38.59682953,1797.236,1797.236,2098.215073,2097.799935,38.61752307,1788.612661,1788.612661,1904.331978,1463.852535,560.9386132,2075.83838,2075.83838,1842.226412,1682.453727,150.8640178,1576.017512,1576.017512,2011.089991,2086.450653,748.6284831,115.7576531,115.7576531,963.3150464,1256.152292
63.78943177,343.3495032,343.3495032,1309.088777,1306.390084,17.92738207,401.6177049,401.6177049,1817.091131,1872.112947,38.62533726,601.8994509,601.8994509,1881.061832,1858.743391,97.2424611,252.1068937,252.1068937,1015.940985,1280.081294,861.6641353,4881.560995,4881.560995,1311.950325,5723.228453,446.3686714,644.0419767,644.0419767,1287.345965,3039.723657,669.5786711,873.9153465,873.9153465,2468.214767,2830.168838
456.657752,797.5675512,797.5675512,174.0122274,209.643634,134.2813243,656.7762289,656.7762289,568.5334554,1010.648566,59.04082836,197.48226,197.48226,1357.463433,1427.77083,203.9967591,289.8566967,289.8566967,5790.553863,100.6418563,163.8081994,204.1749916,204.1749916,494.8945047,380.4708172,473.6475012,559.9292443,559.9292443,382.4491628,47.16134106,627.5654305,778.9571583,778.9571583,1249.336472,1493.019351
1145.683323,1319.448899,1319.448899,1390.714674,2141.992648,1118.745365,1278.289526,1278.289526,2181.6521,2854.406175,1500.186258,1730.472267,1730.472267,2558.817042,3087.936617,1017.76614,1524.130117,1524.130117,1390.714632,2856.151974,1872.317455,2607.569762,2607.569762,2277.372567,2366.922761,1298.229774,1648.733651,1648.733651,2300.984245,2923.876665,934.4185928,1100.345784,1100.345784,997.3839612,1084.140155
0.986086637,579.3113138,579.3113138,1495.995193,1658.280191,151.9960467,943.1310053,943.1310053,1654.176004,1713.536659,6.5218032,538.7827863,538.7827863,1315.012561,1549.179371,227.2959787,926.3558396,926.3558396,1501.768246,1712.92776,463.534959,543.2139663,543.2139663,930.5933103,1263.449161,36.08131613,1192.94627,1192.94627,1477.049042,1622.897662,199.3242341,26.32767746,26.32767746,379.8175082,145.7665043
2444.259834,2800.281333,2800.281333,1006.149628,506.6801372,1995.124067,2168.215595,2168.215595,650.2248452,451.1130279,893.7569243,1550.417138,1550.417138,419.2716654,81.64252851,2455.410289,2800.281463,2800.281463,1006.149622,506.6802308,1919.147372,1977.245679,1977.245679,56.173632,1976.355225,2731.117217,3361.710259,3361.710259,2015.972361,3232.898721,2291.051253,2664.429347,2664.429347,2892.777524,3067.374888
648.8325398,451.5088834,451.5088834,1099.342281,1657.384052,82.67100406,6.047843233,6.047843233,1889.081715,2297.561036,436.9452878,19.91691367,19.91691367,1287.132255,1728.36214,659.0140602,455.5464185,455.5464185,1871.364845,2317.268432,781.5722966,901.3904246,901.3904246,360.5227988,1463.712907,593.9767585,640.6971175,640.6971175,1858.85574,1801.049967,392.1908956,420.1394248,420.1394248,405.4402062,499.7891472
460.6409444,245.8947323,245.8947323,550.5315701,848.0398035,222.1497853,31.00274965,31.00274965,1277.627785,1317.854893,194.7020135,114.0663825,114.0663825,1026.912704,1019.150001,14.54374869,176.7311683,176.7311683,466.0645485,774.504901,268.692674,318.1601872,318.1601872,775.1624929,832.0346942,696.6095549,503.9674613,503.9674613,914.0135042,998.8669579,346.027697,322.5372694,322.5372694,470.5833964,246.1151194
1111.932824,1122.913339,1122.913339,907.637466,356.2464168,1052.537737,1201.444643,1201.444643,1456.586729,1883.963089,1091.894922,1240.947697,1240.947697,1676.314746,2776.159928,936.8006283,1122.913556,1122.913556,907.6373722,356.2465138,1673.825707,1930.281424,1930.281424,557.5364659,382.7663654,1234.923782,1273.035465,1273.035465,1230.303498,1992.101516,1212.489196,1373.67598,1373.67598,1302.191669,1405.023285
486.3911172,993.8635174,993.8635174,503.0211817,1305.685541,460.3814903,723.7105622,723.7105622,1888.33325,1532.243197,421.4062997,720.3301173,720.3301173,4352.899792,2937.135158,499.35944,1080.719257,1080.719257,503.0212331,1305.685246,404.1253822,826.2410817,826.2410817,1062.249103,141.5926033,888.4552723,632.2993732,632.2993732,2258.224386,2315.716829,1015.134626,1311.46073,1311.46073,1493.446777,1869.222221
1240.240919,1149.020744,1149.020744,41.46999206,1436.369845,1142.175546,1216.181017,1216.181017,1292.067133,1102.162347,1322.40814,1460.317382,1460.317382,1391.810272,2860.089011,1240.241005,270.2967364,270.2967364,41.46948633,1436.369819,3.132736316,184.9934967,184.9934967,102.9202455,1219.3986,677.5359061,74.40827054,74.40827054,658.095979,1025.133178,813.6611544,907.3933867,907.3933867,1036.661146,1120.409885
613.0400004,210.3614985,210.3614985,1060.550155,1467.987774,665.3452225,390.8048879,390.8048879,2308.734466,2552.524504,659.8385181,47.09382223,47.09382223,2777.723318,2992.300631,792.8347193,647.8746823,647.8746823,1060.550155,1467.988065,453.2805711,679.1028065,679.1028065,426.4309137,952.2620686,16.51870563,1401.869423,1401.869423,1928.181158,1973.457084,428.7000692,713.2182162,713.2182162,670.6339255,1017.449682
868.9407836,2598.592231,2598.592231,3643.704923,4763.954379,75.30491916,4046.279368,4046.279368,5850.21229,6419.660757,774.1423224,3434.041674,3434.041674,4777.065631,5413.803411,775.2383434,98.13870793,98.13870793,4943.407065,6451.555456,289.8482754,2623.661616,2623.661616,2935.130516,12383.14686,1236.447395,3701.922558,3701.922558,4996.647024,4930.103959,1414.487006,1145.530081,1145.530081,1255.818496,1044.526738
1345.948968,1111.344484,1111.344484,313.155298,1334.742866,989.0519444,885.9092092,885.9092092,1340.61863,2024.344695,20.12766687,370.3108782,370.3108782,2230.016145,3168.115601,1368.711224,687.0062892,687.0062892,313.1552274,1334.742878,2008.375998,427.6942098,427.6942098,3696.629392,81.99488415,1794.144565,496.359298,496.359298,813.7341508,821.9194468,1170.991354,1128.366367,1128.366367,888.0443683,847.1061796
381.1329741,602.2403708,602.2403708,1840.242412,1487.975572,592.8295883,851.691794,851.691794,2106.653202,2143.250167,675.4258057,917.1467519,917.1467519,1901.613867,1901.993364,576.4121173,858.1371174,858.1371174,2011.490083,1492.195065,1854.265185,2119.819973,2119.819973,188.2884215,803.8856583,416.1133385,89.21583799,89.21583799,994.861975,2236.444517,194.8135381,514.0543964,514.0543964,667.3559726,242.7786273
1301.745894,1325.954896,1325.954896,1547.540042,2132.83285,1386.304993,1463.958725,1463.958725,1825.654279,2523.130836,1918.019532,2243.045721,2243.045721,3135.475158,3986.49743,1418.173183,1512.990069,1512.990069,1547.539964,2132.833023,2810.968447,2450.610541,2450.610541,1618.486987,2152.17115,1337.585325,1503.381624,1503.381624,1911.978076,1903.052586,1498.461001,1470.560416,1470.560416,1454.373281,1333.299255
718.8966111,874.2026113,874.2026113,1334.291644,1506.318402,758.1762487,1187.631403,1187.631403,1629.879909,1709.81158,933.1472926,1686.613654,1686.613654,1740.480244,1812.303623,747.0595598,1171.490183,1171.490183,1411.933632,1763.597405,1389.318011,1536.891858,1536.891858,1804.193468,1853.505841,595.2599744,353.634563,353.634563,812.4148202,1472.829934,539.3829955,234.4197925,234.4197925,171.5654539,345.225087
215.7894418,212.7458314,212.7458314,48.19146904,814.8148865,779.2239431,294.4530689,294.4530689,62.03121638,80.17792566,386.1548689,672.2453552,672.2453552,1151.301549,780.0352639,215.789446,470.51153,470.51153,48.19123932,814.8149558,734.3390616,1552.99924,1552.99924,319.9680503,261.3271693,670.9133287,1272.161271,1272.161271,1565.072028,2632.075253,688.5155113,625.9482925,625.9482925,350.9683344,467.5330626
87.49873121,249.0215432,249.0215432,14.09888244,571.5384697,41.00660985,18.08421221,18.08421221,1049.194438,1467.560207,372.8079125,686.7646633,686.7646633,1959.42033,2130.190556,117.7906897,0.700357676,0.700357676,14.09889567,571.5383553,586.7461509,347.6246057,347.6246057,161.8329974,351.6184124,38.28600319,199.0785147,199.0785147,287.4335135,829.9393434,26.61992236,318.8995097,318.8995097,652.9133562,1026.190829
405.7912699,251.7742841,251.7742841,1685.026509,1371.477228,525.1310652,622.5209807,622.5209807,2392.256882,2532.31686,587.3937699,508.2287505,508.2287505,1751.774228,1731.117722,559.0648325,646.2079892,646.2079892,2384.937488,1371.477115,977.58841,343.3770163,343.3770163,275.6823169,619.6553053,729.2888932,490.2570637,490.2570637,2218.684486,1953.223118,311.2817832,16.23469213,16.23469213,509.5386981,548.1435427
771.2739035,672.7322075,672.7322075,342.4984608,106.9682323,298.1155662,236.6777095,236.6777095,42.78177904,302.1057287,555.5539837,587.7275787,587.7275787,364.587823,104.1078602,503.2294977,368.7083261,368.7083261,329.1413798,54.72755581,1621.661638,2091.384574,2091.384574,1235.209845,1177.415656,353.4284575,437.735352,437.735352,264.0324138,655.2327272,660.4992302,670.880116,670.880116,729.8293204,972.9478427
1595.184733,1611.321844,1611.321844,692.0902854,111.8411766,971.7043397,989.4331896,989.4331896,306.6758291,709.3936825,276.7963282,749.318385,749.318385,788.6374893,1065.187101,990.0144911,1611.321994,1611.321994,692.0904394,111.8411781,1176.470713,347.0382607,347.0382607,769.7876498,173.0341341,839.4369598,613.2475497,613.2475497,225.4064391,704.7289184,981.8809632,1009.88822,1009.88822,1249.801232,1576.018505
1016.631381,1064.391733,1064.391733,1569.513006,1734.751083,1064.32142,1271.118485,1271.118485,2054.54009,2302.606749,969.988046,1337.731132,1337.731132,2152.204159,2462.251358,1016.631347,1009.517491,1009.517491,1501.554287,1659.060322,386.7454621,132.0237933,132.0237933,1605.283172,1486.459033,674.5929064,1187.73626,1187.73626,1467.261192,1666.29655,947.0856747,1134.180363,1134.180363,1378.811614,1241.897171
128.230629,73.88701942,73.88701942,801.6382968,1899.799951,566.4195788,365.1420186,365.1420186,1470.092535,1487.667657,129.5710821,558.0735741,558.0735741,268.5601049,1829.619627,43.7101578,73.88697422,73.88697422,801.6383173,1899.79997,348.3672995,844.4739761,844.4739761,1422.446049,2939.672329,244.8874047,404.9390667,404.9390667,28.62094856,683.5560393,261.7374396,73.75630886,73.75630886,226.546514,290.9062588
603.2748248,626.1845791,626.1845791,503.2020659,1299.675374,436.3043001,420.6648673,420.6648673,277.6401072,77.92015159,1393.42912,1999.335177,1999.335177,946.5351562,5650.200016,410.6111493,710.3289897,710.3289897,631.3080422,667.1309759,696.9118308,1042.138232,1042.138232,405.2612683,634.5503598,282.1008896,609.9146678,609.9146678,680.5688276,631.6241268,270.9164426,282.887986,282.887986,5.586522717,17.60734812
2289.735237,2468.819514,2468.819514,736.6978232,247.8798716,1861.831478,1797.66635,1797.66635,1434.02979,357.3532996,3482.540257,3123.295549,3123.295549,1230.884758,1605.036182,2016.369265,2468.819262,2468.819262,736.6978249,247.8798457,1045.582166,432.3557887,432.3557887,418.5336605,91.64689101,1698.639794,2344.308364,2344.308364,2619.232597,3286.288034,2100.426216,2063.064064,2063.064064,2041.849799,2128.019396
273.2811306,268.0449642,268.0449642,554.6059339,1453.863607,546.2017978,593.0202703,593.0202703,1006.468901,1961.186671,473.7261991,495.0325315,495.0325315,720.2202371,1108.702801,273.2810651,268.0448898,268.0448898,554.6058313,1453.862776,1669.249739,1396.842122,1396.842122,643.1761046,1626.609545,271.9532662,215.1836082,215.1836082,588.8693995,843.642017,200.8094079,119.8052853,119.8052853,265.9023067,73.79681532
158.5374361,256.0127667,256.0127667,1254.697593,1602.959434,650.4192929,689.5653495,689.5653495,1804.381181,2120.367247,1186.465131,1423.261618,1423.261618,2507.875701,2588.006312,576.6099425,256.0127587,256.0127587,1254.697566,1602.959423,1298.941088,1388.749608,1388.749608,1065.236187,704.8909842,880.0700779,578.2706332,578.2706332,1314.844794,1959.128827,678.21281,589.4850111,589.4850111,377.0712914,367.4928669
1823.116352,2737.772213,2737.772213,4341.340258,4427.523505,2547.62472,3732.78849,3732.78849,4706.575765,4729.915143,2314.071101,3151.191695,3151.191695,4483.266565,4455.756061,1649.807019,2669.144368,2669.144368,4571.305391,4208.545926,570.5710394,3048.02776,3048.02776,554.3524608,4087.775771,1694.40168,1145.952467,1145.952467,4765.385954,4632.030139,1610.05477,1975.968351,1975.968351,2050.2751,1954.083559
701.4632018,254.715363,254.715363,749.8144178,755.1421154,525.0727223,25.29422928,25.29422928,1129.688778,1170.429294,209.8023943,159.77126,159.77126,558.0840485,525.6458869,577.403398,72.56949317,72.56949317,1138.716768,1136.143738,57.30333519,861.9457425,861.9457425,2302.225224,3055.467505,505.8715404,2129.424515,2129.424515,198.3706109,432.150541,1018.833362,798.8000148,798.8000148,2145.015969,2040.400269
