SES_original,SES_Bottom_0.1,SES_Bottom_0.2,SES_Bottom_0.4,DES_original,DES_Bottom_0.1,DES_Bottom_0.2,DES_Bottom_0.4,TES_original,TES_Bottom_0.1,TES_Bottom_0.2,TES_Bottom_0.4,ARIMA_original,ARIMA_Bottom_0.1,ARIMA_Bottom_0.2,ARIMA_Bottom_0.4,VAR_original,VAR_Bottom_0.1,VAR_Bottom_0.2,VAR_Bottom_0.4,Multivariate_LGBM_original,Multivariate_LGBM_Bottom_0.1,Multivariate_LGBM_Bottom_0.2,Multivariate_LGBM_Bottom_0.4,RNN_original,RNN_Bottom_0.1,RNN_Bottom_0.2,RNN_Bottom_0.4
287.73958740234434,692.4619900720845,864.8405020701312,1302.0285706169043,318.4462385771126,716.2170727555131,900.1610913196632,1337.3273188995768,55.01237144946049,36.04749570793615,219.52829563842033,523.371679163482,232.4093982306067,685.4973590832365,909.3854661069408,1348.0799399340176,525.0518646560283,631.4906185706109,653.2146962761358,1001.4647851275158,202.45483986950035,531.8226446647147,663.4174978836891,937.8471428531184,470.4286500504959,583.749774788824,678.997120628464,1031.4222008011488
328.1017916797557,238.05257901843834,200.91681147082863,25.031526490603028,327.454392411757,337.3899853973778,332.55510880495285,165.49060778009857,808.2071239154265,828.6829914214468,788.9856486486581,519.418344534388,328.1017719525769,238.0525680680014,200.9167796459651,25.03153193013577,297.29104782197624,187.6990666211425,133.90715547860168,61.18656017578678,49.69543665502488,267.7597905019386,284.2756513529905,244.53114582112607,279.92587759625803,274.4485345212397,278.75131314977375,107.63867188032555
1208.8333658300244,1197.6372111812798,1208.7459488815502,1356.3449685698006,2297.86960432488,2037.3398632982553,1831.8930896735092,1616.4381457910831,2683.7918958935606,2159.7818368135713,1927.5453220350646,1479.1949013678222,2026.248744570842,1811.104993619002,1625.4082723552156,1679.7377511175582,848.7725556416253,1167.9662022826078,1478.230278129322,1769.5591975497591,498.5186355245578,523.3106885291863,478.8954088939954,1382.8903199425367,1350.6782098354824,1288.8204824917648,1247.4903630716599,1269.4249531287032
674.6050241832427,851.0241911450821,879.8964699437374,941.1576150191113,2428.0370131419495,1898.7205480988869,1171.6380346403384,1311.4929210650698,358.538538655469,442.3469303100692,675.2527549166671,1869.8360364052805,2151.132472911395,1956.3664902144938,1677.9038546823394,1413.9682834488822,1877.092350496342,988.8272681532844,797.986724299717,421.5755806462921,1481.6239871514435,1505.8062702602947,1251.1532194685678,1102.0852204180255,619.3471963282591,401.37693140724605,273.4007321040508,790.0899296600619
166.64045254960365,201.50959013906868,224.8119040798756,267.5065486424792,2088.7407099794436,1449.9519560856752,1028.1359092552084,608.545836319312,3472.3360710828674,2401.3712434248846,1998.1652221154236,1405.8246469299756,2251.5436175678296,1334.7907163002437,1001.3286898007646,690.6918677644007,273.50314255711237,716.9365837836922,965.6372492374176,794.9040463044403,1564.5894663459603,855.0196608821025,1268.1007731650243,1310.4030342329952,1073.2119974618345,575.0583253550922,532.9633575387688,89.9961513250928
344.7694357345233,194.3303575573957,47.939346666596975,174.63805377702238,44.82682396620294,140.94842725564922,363.36988150488105,454.46986552788985,1228.4853964540373,881.3542104249575,256.96224121712635,67.40176579103968,669.9569070707489,473.74392861257434,47.93934709826999,374.74838074985246,624.2099484995863,368.8539807011391,135.51601502525523,105.01217020519084,581.7283529411975,12.709183439994376,790.4862589480226,592.4624711722454,272.5889665745376,228.7661918055485,51.44763041462602,40.394794738658675
1038.938920751456,1175.2679319738263,1277.6199340708513,1395.5936395736449,1292.5539656837318,1386.807216852084,1485.7460992686447,1551.0192014330714,1438.5155905256925,1726.7522519131135,1883.4574938831984,1790.4223441566419,1112.702099666105,1486.7192746627516,1494.1453938438744,1626.1057788887429,178.4398663417869,363.5109788126051,637.5641404838734,999.4314426719488,2213.701140101267,1590.0564210029243,1737.573046929564,1223.2403136447451,1249.0428179285273,1241.944399184741,1249.8645107971938,1201.708675939106
529.9475063791028,724.9054537332663,850.2498487599805,1094.380275070308,621.0433084790866,866.3103411477337,988.7434049385024,1232.3944170491645,284.5637310658767,746.4739793676163,901.7617541798791,1100.1448764916104,535.5222252767921,536.3315468139594,850.2498482529359,1094.3802590132518,864.7493988744718,1544.4418658127333,1530.994669384956,1565.9905664474163,2508.1379060918725,1558.4814443587934,1306.9151122006,1565.3342962473644,839.845899998214,795.7110694316261,844.831128965116,1050.5859836320537
1368.2163849608655,1289.3980141957577,1177.3661061517246,978.9225750999508,1440.3731615593838,1332.7568338422334,1216.570305366121,981.3776161193441,1753.9473361805503,1684.0206991117698,1846.2281155173578,1557.7602683543414,1453.308889520396,1539.4140488564685,1393.261831263209,1094.6757575860584,1306.4609498110303,1373.870913042786,1325.5886146681396,1110.6912393707203,1805.9936833774827,1542.0835503755957,1349.1771441720716,1363.3590890670253,1875.982567297006,1880.4153305044838,1754.715820478155,1485.3657566871161
162.45319959270364,296.5953475533206,419.3556049664585,658.3053819084998,46.69076875377459,35.98804113513597,144.14128689044446,389.8907098716054,599.8728176557802,583.2663972753662,458.8674121910617,131.03515304075518,164.53576071559655,107.9128673107898,229.13267467568312,426.37953430912876,286.52831795332713,12.78760261223988,13.705237492496963,346.83526059181986,91.82386522375782,586.4392160818411,352.9435004959305,34.19420044161416,302.6799528051297,314.6746746049207,212.87706279817985,19.913351364699338
