SES_original,SES_DP_0.1,SES_DP_1,SES_DP_4.6,SES_DP_10,SES_DP_20,DES_original,DES_DP_0.1,DES_DP_1,DES_DP_4.6,DES_DP_10,DES_DP_20,TES_original,TES_DP_0.1,TES_DP_1,TES_DP_4.6,TES_DP_10,TES_DP_20,ARIMA_original,ARIMA_DP_0.1,ARIMA_DP_1,ARIMA_DP_4.6,ARIMA_DP_10,ARIMA_DP_20,VAR_original,VAR_DP_0.1,VAR_DP_1,VAR_DP_4.6,VAR_DP_10,VAR_DP_20,Multivariate_LGBM_original,Multivariate_LGBM_DP_0.1,Multivariate_LGBM_DP_1,Multivariate_LGBM_DP_4.6,Multivariate_LGBM_DP_10,Multivariate_LGBM_DP_20,RNN_original,RNN_DP_0.1,RNN_DP_1,RNN_DP_4.6,RNN_DP_10,RNN_DP_20
287.73958740234434,1302.009314043093,1302.009314043093,805.582790394665,136.30372105236233,647.904864169489,318.4462385771126,1226.0915021197002,1226.0915021197002,734.9875988514999,792.4863954314391,283.9074205648535,55.01237144946049,23.721932703432913,23.721932703432913,1270.8068481377888,1031.7334836772338,382.7416918536535,232.4093982306067,1392.6645201915517,1392.6645201915517,1199.6654762532771,958.4733982936002,647.9040415421728,525.0518646560283,1361.6107974024935,1361.6107974024935,763.9263633684665,87.78839566602596,332.9170266611329,202.45483986950035,505.32405361575957,505.32405361575957,1170.0296495459804,1063.0608741621693,64.90067310260429,470.4286500504959,4665.6761092470615,4665.6761092470615,727.6997967476962,683.0677916559239,512.0102188454944
328.1017916797557,1378.3664188976406,1378.3664188976406,1292.8185063902345,1274.7809745493992,491.51612045046556,327.454392411757,1423.2391327264318,1423.2391327264318,1285.8922886537375,1284.738418872494,365.1840331823007,808.2071239154265,1433.1993883633008,1433.1993883633008,1378.5071719835294,1421.4344206140195,1094.1649875531016,328.1017719525769,1138.8975102862546,1138.8975102862546,906.2573130420064,4925.791509874481,491.51612075904166,297.29104782197624,1320.043408449991,1320.043408449991,1275.8714339493656,1146.745194507912,461.9912094001684,49.69543665502488,1435.229098221609,1435.229098221609,1181.9863644518596,526.0791377345868,8.01500976967418,279.92587759625803,3320.220667730998,3320.220667730998,539.8767952499157,523.3871271809048,436.7748685310024
1208.8333658300244,3821.804812307338,3821.804812307338,575.1999436413444,992.5015386465593,1168.9410005738655,2297.86960432488,4192.374943665657,4192.374943665657,2775.5873289315005,3346.614664828434,2344.672238209365,2683.7918958935606,2722.770776287699,2722.770776287699,7074.27505826458,6023.10652758516,3071.1128050690377,2026.248744570842,3821.8050402914,3821.8050402914,2737.2408898066433,3251.551709547869,2002.1773912319204,848.7725556416253,1385.5024101464091,1385.5024101464091,140.4696500874793,69.12943640890353,587.9743101734157,498.5186355245578,4214.811570618721,4214.811570618721,1316.7922425223678,1289.9959639164363,907.9701331215247,1350.6782098354824,2197.7761626335887,2197.7761626335887,897.9921352829879,1346.0735916784952,1393.0548697663926
674.6050241832427,5686.961517643716,5686.961517643716,3612.384290383095,764.9033525007326,174.3251411182,2428.0370131419495,592.2054343829104,592.2054343829104,891.4318151692996,2941.136392448743,3016.9523047239472,358.538538655469,5417.878943146496,5417.878943146496,5152.193973303059,5347.916817846517,3925.720619570062,2151.132472911395,5686.960620626118,5686.960620626118,406.80154000794937,3838.9396511186897,3282.9968623959194,1877.092350496342,783.6968462385239,783.6968462385239,5709.215856956649,5354.626175262125,4281.901910509124,1481.6239871514435,4054.9729226991735,4054.9729226991735,2159.9662897363814,2548.4883199121177,2467.096909345164,619.3471963282591,2424.328850584101,2424.328850584101,879.8852812992473,359.1806223848116,41.93383868633555
166.64045254960365,8600.23348599854,8600.23348599854,5517.096922239067,2239.024384972211,17.372577532880314,2088.7407099794436,8610.198040844236,8610.198040844236,2379.752102990663,244.32630107742625,1667.2538422106263,3472.3360710828674,8664.389072182272,8664.389072182272,5550.690564649896,5658.758978009628,4110.013406214488,2251.5436175678296,8600.233495250486,8600.233495250486,4105.326041481727,1623.4750751841802,2887.5610297130825,273.50314255711237,3396.112664923232,3396.112664923232,5249.329679542414,4395.261811340732,1852.709623099333,1564.5894663459603,8549.929044501714,8549.929044501714,12059.394474763045,12377.659085027492,729.5364243606491,1073.2119974618345,2648.413799445888,2648.413799445888,4965.651106649755,2891.3411710896744,515.3364405460397
344.7694357345233,2068.010001076425,2068.010001076425,1455.5518271995356,908.2003999743788,479.9149775712033,44.82682396620294,2093.1755824048314,2093.1755824048314,1659.7403321039296,1229.6781278947478,684.4899237472064,1228.4853964540373,2099.720211208877,2099.720211208877,2069.681237966899,1690.1748907084502,1462.9028080615153,669.9569070707489,2094.6361803741947,2094.6361803741947,1455.5518488827965,908.1972092307474,479.91486036458673,624.2099484995863,1970.4609079936477,1970.4609079936477,1629.6713398778902,1163.088417145767,712.4118590079979,581.7283529411975,2046.6924446459384,2046.6924446459384,534.7820899578433,451.7512738812659,577.914577577561,272.5889665745376,2018.95858439297,2018.95858439297,278.502492448348,176.15159694984004,62.442069891273604
1038.938920751456,2577.545367935354,2577.545367935354,1744.1734105955493,690.7197030051591,728.5811016385428,1292.5539656837318,2184.021400793913,2184.021400793913,1501.4183465168592,239.68795214304419,1086.4995599568792,1438.5155905256925,2461.6347390275823,2461.6347390275823,2011.672768035709,638.2616063992559,897.4053918211571,1112.702099666105,2577.545299000161,2577.545299000161,1744.1734484535132,690.7196722845435,1014.0539942339615,178.4398663417869,2540.839435915804,2540.839435915804,1798.7215521609974,712.9512677762475,163.76414006871164,2213.701140101267,339.90273010074816,339.90273010074816,944.5405526038469,1603.1403842552336,1977.4786335540293,1249.0428179285273,1067.326904922168,1067.326904922168,306.51219303608286,419.59783599699267,1036.384464267424
529.9475063791028,1853.1477626988506,1853.1477626988506,1107.8235655461808,690.5835358471672,170.48660106648094,621.0433084790866,1928.3696542619127,1928.3696542619127,1530.2653273310166,1095.5882683083773,113.78191677008567,284.5637310658767,1509.123340056393,1509.123340056393,1574.2696359477004,1480.9916757189515,1405.0949176777585,535.5222252767921,6515.411148889971,6515.411148889971,1107.8237906936113,690.5835506723638,170.4866030509902,864.7493988744718,9993.938312488086,9993.938312488086,1148.0209934847667,186.2357839769045,234.1015651038624,2508.1379060918725,1373.4187297783042,1373.4187297783042,609.1919356594549,1158.8354880508537,3347.08857408074,839.845899998214,3502.913598084975,3502.913598084975,556.519773798891,758.2628076016786,955.2470339783604
1368.2163849608655,3948.8434972160294,3948.8434972160294,2630.3175346589555,1792.028561294645,1467.7246766243775,1440.3731615593838,4112.7239849914495,4112.7239849914495,3284.3432482418066,2251.455674738935,1684.0735483363042,1753.9473361805503,4069.638352745184,4069.638352745184,3613.5705471565084,2325.524943070396,1961.2558226412034,1453.308889520396,3948.8431161405124,3948.8431161405124,2544.7222887749426,1792.0285547139365,1337.6632409384983,1306.4609498110303,4171.258519245993,4171.258519245993,1887.3454015127909,2962.148195120741,1846.8012740087925,1805.9936833774827,4197.801230156525,4197.801230156525,3564.626847691743,2009.0759484863106,2213.488145775969,1875.982567297006,574.8141895748672,574.8141895748672,2919.1448453380162,1860.0637388523319,1972.7798054142813
162.45319959270364,3598.8552590807467,3598.8552590807467,834.124579581347,224.6414538674917,236.94662001649522,46.69076875377459,3935.1903559875473,3935.1903559875473,2412.5288678196557,334.22055660194246,144.65954917358476,599.8728176557802,400.6532632985791,400.6532632985791,635.9458449760436,546.31479255671,77.07055979227243,164.53576071559655,3598.855307886741,3598.855307886741,834.1246057466583,82.50520937448437,169.10448301740598,286.52831795332713,3521.070539497747,3521.070539497747,977.652864433891,458.4034717568593,37.67573980355019,91.82386522375782,2886.593405698589,2886.593405698589,2273.151793773104,947.151539580364,513.7125954248427,302.6799528051297,2452.0224928639072,2452.0224928639072,222.7697293042811,341.6836566539105,409.3846279906488
